cprmpa.gov.br;000.091.652/0009-36;Companhia de Pesquisas de Recursos Minerais CPRM;Rio Grande do Sul;Porto Alegre;18/07/1998 13:55:22;17/11/1999 18:49:59;104099
cprmbh.gov.br;000.091.652/0010-70;Companhia de Pesquisa de Recursos Minerais - CPRM;Minas Gerais;Belo Horizonte;17/11/2000 14:03:42;null;460087
saofrancisco.gov.br;000.091.652/0010-70;Companhia de Pesquisa de Recursos Minerais - CPRM;Minas Gerais;Belo Horizonte;13/10/1999 16:52:31;13/04/2016 16:16:32;204971
reste.gov.br;000.091.652/0015-84;Companhia de Pesquisa de Recursos Minerais;Piauí;Teresina;10/02/1998 12:07:21;null;85216
crecidf.gov.br;000.105.650/0001-00;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS CRECI;Distrito Federal;Brasília;12/01/2012 13:23:50;14/10/2015 17:07:34;9323584
cfmv.gov.br;000.119.784/0001-71;CONSELHO FEDERAL DE MEDICINA VETERINARIA;Distrito Federal;Brasília;29/12/2010 12:54:29;06/01/2017 01:06:21;7629594
eafrs.gov.br;000.147.606/0001-54;Escola Agrotécnica Federal de Rio do Sul;Santa Catarina;Rio do Sul;null;null;866902
inb.gov.br;000.322.818/0020-93;Industrias Nucleares do Brasil S/A;Rio de Janeiro;Resende;17/03/1998 19:26:24;27/01/2017 14:24:11;89158
agritempo.gov.br;000.348.003/0001-10;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;São Paulo;Campinas;05/06/2003 18:42:46;29/07/2015 18:33:32;1236028
agrolivre.gov.br;000.348.003/0001-10;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;São Paulo;Campinas;03/02/2004 18:31:07;null;1480690
pimentalonga.gov.br;000.348.003/0068-28;Embrapa - Acre;Acre;Rio Branco;25/10/2000 12:50:34;27/11/2000 14:39:49;449661
embrapa.gov.br;000.348.003/0101-83;Empresa Brasileira de Pesquisa Agropecuaria;Roraima;Boa Vista;09/06/2000 20:26:57;03/11/2016 17:39:03;357901
aeroportodebrasilia.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;12/11/2002 10:56:02;null;1008124
aeroportodesalvador.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;12/11/2002 10:56:02;09/01/2013 11:34:38;1012775
aeroportoindustria.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;29/01/2002 18:45:42;09/01/2013 11:34:34;719691
aeroportoindustrial.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;29/01/2002 18:45:44;09/01/2013 11:34:28;719697
aeroshopping.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;29/01/2002 18:45:38;09/01/2013 11:34:13;719666
infraero.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;05/11/1996 11:00:00;null;21425
sivnet.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;29/01/2002 18:45:39;09/01/2013 11:34:23;719669
tecanet.gov.br;000.352.294/0001-10;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;Distrito Federal;Brasília;29/01/2002 18:45:41;09/01/2013 11:34:18;719687
novoaeroportorecife.gov.br;000.352.294/0014-35;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;PE;Recife;10/07/2001 11:41:34;15/02/2013 12:12:41;596093
amazonasenergia.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;28/09/2001 20:14:55;16/10/2015 20:59:14;639230
belomonte.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;08/05/2002 14:33:37;null;810126
boavistaenergia.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;12/09/2000 12:00:19;15/06/2016 01:15:39;414884
bvenergia.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;12/09/2000 12:00:20;09/01/2010 16:52:25;414885
cbee.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;24/01/2002 14:02:30;null;714185
coegv.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;12/11/1998 19:22:22;08/05/2008 14:13:21;122146
eletronorte.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;09/08/2000 22:35:19;null;396358
eln.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;30/05/1995 12:00:00;02/01/2013 16:53:26;2
energiaboavista.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;12/09/2000 12:00:20;10/12/2008 12:11:46;414887
energiabv.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;12/09/2000 12:00:21;10/12/2008 12:11:56;414889
redefloresta.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;05/03/2004 12:48:15;12/05/2010 11:22:33;1546935
topawa-kaa.gov.br;000.357.038/0001-16;Centrais Eletricas do Norte do Brasil;Distrito Federal;Brasilia;05/03/2004 12:48:15;12/05/2010 11:22:53;1546938
cadastrominhacasaminhavida.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;25/03/2016 20:12:18;null;15397059
caixa.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;20/08/1997 12:00:00;29/11/2016 02:08:42;53140
caixacultural.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;17/05/2005 11:42:54;16/07/2015 18:55:07;2119071
caixaeconomica.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;20/08/1997 12:00:00;16/07/2015 19:03:08;53141
caixaeconomicafederal.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;20/10/1998 13:51:47;16/07/2015 19:08:55;120970
caixamaisqueumbanco.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;12/09/2011 18:52:35;16/07/2015 19:35:35;8785977
caixamasterpass.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;27/10/2015 19:33:35;27/10/2015 19:33:35;14823420
caixaoperadoradeseguros.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;16/07/2015 17:39:31;16/07/2015 19:38:13;14436705
caixapostal.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;23/11/1999 16:04:45;16/07/2015 19:40:19;223289
caixaseguridade.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;16/07/2015 17:39:31;16/07/2015 19:42:44;14436714
cef.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;01/01/1996 12:00:00;16/07/2015 20:39:01;3
creditoruralcaixa.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;17/09/2014 15:09:31;null;13323025
fgts.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;29/04/2009 16:21:42;16/07/2015 21:00:13;5512241
postal.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;23/11/1999 16:04:46;16/07/2015 21:27:26;223294
seliganacaixa.gov.br;000.360.305/0001-04;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;17/09/2014 15:09:31;16/07/2015 21:34:41;13323021
investidoresinstitucionais.gov.br;000.360.305/0262-51;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;13/12/2001 13:28:42;16/07/2015 21:17:50;689142
caminhaodasorte.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:04;16/07/2015 19:43:47;323560
caminhaofederal.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;null;null;323559
cartelafederal.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:05;null;323555
loteriaesportiva.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:12;16/07/2015 21:20:13;323558
loteriafederal.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:13;16/07/2015 21:20:48;323556
quina.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:17;null;323557
sena.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:19;16/07/2015 21:35:04;323554
supercaminhaodasorte.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:20;16/07/2015 21:35:42;323561
trevodaloteria.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:23;16/07/2015 21:39:08;323553
trincadasorte.gov.br;000.360.305/0643-40;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:25;16/07/2015 21:41:15;323562
bolsadacaixa.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:42;16/07/2015 18:31:57;399411
caixaqui.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:44;null;399412
caixavirtual.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:44;16/07/2015 19:43:13;399413
esportiva.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:49;16/07/2015 20:56:09;399414
federal.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:49;null;399415
govbankingcaixa.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:52;16/07/2015 21:02:57;399416
instantanea.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:54;16/07/2015 21:07:40;399419
mega-sena.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:57;16/07/2015 21:23:18;399420
megasena.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;22/09/2003 12:32:38;16/07/2015 21:23:55;1337598
rapidinha.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:18:00;16/07/2015 21:31:10;399421
supersenaduplachance.gov.br;000.360.305/0655-83;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:18:01;16/07/2015 21:36:07;399422
apostasurpresa.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 20:46:54;16/07/2015 18:28:44;399383
caixaresolve.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 20:46:55;16/07/2015 19:41:37;399386
chequeazul.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 20:46:57;16/07/2015 20:40:04;399389
construcard.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 20:46:58;16/07/2015 20:44:20;399390
federalcap.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:50;null;399404
federalcard.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:50;null;399405
guiafacilgps.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:53;16/07/2015 21:06:06;399406
loterias.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:55;16/07/2015 21:21:07;399407
officebankingsocial.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:59;16/07/2015 21:26:37;399409
teimozinha.gov.br;000.360.305/0674-46;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:18:02;16/07/2015 21:36:41;399410
bolaofederal.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:04;16/07/2015 18:31:09;323563
lojacaixa.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;19/10/2004 18:53:37;16/07/2015 21:19:12;1850408
loteca.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:11;16/07/2015 21:19:57;323569
loto-tauloteriadacopa.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:14;null;323575
raspadinhadacaixa.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:18;16/07/2015 21:32:03;323570
raspadinhafederal.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:18;16/07/2015 21:32:23;323571
shoppingcaixa.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;19/10/2004 18:53:37;16/07/2015 21:35:22;1850414
supertrinca.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;null;null;323567
trevodasorte.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:23;16/07/2015 21:39:23;323577
trevofederal.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:24;16/07/2015 21:40:29;323580
trinca.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:25;16/07/2015 21:40:49;323568
trinka.gov.br;000.360.305/0688-41;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;02/05/2000 13:26:26;16/07/2015 21:41:46;323565
caixadasorte.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:42;16/07/2015 18:56:03;399423
caixadotesouro.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:43;16/07/2015 18:59:03;399424
caixaforte.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:43;16/07/2015 19:31:54;399425
carrocampeao.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:45;16/07/2015 19:44:21;399426
dinheiroaqui.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;null;null;399427
dinheiroemcaixa.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:46;16/07/2015 20:49:29;399428
dinheiroinstantaneo.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:47;16/07/2015 20:49:55;399429
dinheirovivo.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:48;16/07/2015 20:50:12;399431
duplasena.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;30/09/2003 19:48:18;16/07/2015 20:50:44;1342309
loteriascaixa.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:56;16/07/2015 21:21:50;399432
lotofacil.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;04/08/2000 21:17:56;16/07/2015 21:22:23;399433
lotomania.gov.br;000.360.305/2399-13;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;30/09/2003 19:48:18;null;1342303
caixaaqui.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;05/09/2001 20:08:24;16/07/2015 18:51:27;628476
caixainvest.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;25/10/2001 19:55:47;16/07/2015 19:34:29;650493
caixainveste.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;25/10/2001 19:55:48;16/07/2015 19:34:57;650495
e-conta.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;05/09/2001 20:08:23;18/12/2002 15:53:27;628473
e-contacaixa.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;17/12/2001 19:18:37;18/12/2002 15:53:43;685789
e-pagamentos.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;17/12/2001 19:18:38;18/12/2002 15:53:57;685791
e-pagamentoscaixa.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;17/12/2001 19:18:38;18/12/2002 15:54:12;685790
ecobrancacaixa.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;01/04/2002 18:33:13;18/12/2002 15:54:29;768337
investcaixa.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;25/10/2001 19:55:49;18/12/2002 15:55:00;650496
investecaixa.gov.br;000.360.305/2714-85;CAIXA ECONOMICA FEDERAL;Distrito Federal;Brasília;25/10/2001 19:55:49;18/12/2002 15:55:17;650497
geipot.gov.br;000.366.914/0001-70;EMPRESA BRASILEIRA DE PLANEJAMENTO DE;Distrito Federal;Brasília;31/10/1996 11:00:00;30/07/2014 18:42:20;20961
dpu.gov.br;000.375.114/0001-16;Defensoria Pública-Geral da União;Distrito Federal;Brasília;05/10/2007 17:05:55;22/11/2016 13:18:43;3957938
incra.gov.br;000.375.972/0002-41;INCRA/INSTITUTO NACIONAL DE COLON E REF. AGRARIA;Distrito Federal;Brasília;12/07/1996 12:00:00;22/03/2017 22:12:39;11611
nead.gov.br;000.375.972/0002-41;INCRA/INSTITUTO NACIONAL DE COLON E REF. AGRARIA;Distrito Federal;Brasília;07/04/1999 11:58:19;03/08/2011 15:57:51;146549
incra-pe.gov.br;000.375.972/0005-94;Superint. Estadual de Pernambuco - Incra;PE;Recife;25/11/1998 14:12:52;null;123516
incrarn.gov.br;000.375.972/0018-09;Instituto Nacional de Colonizacao e Ref. Agraria;Rio Grande do Norte;Natal;17/06/1998 12:30:34;04/09/2003 12:27:34;99023
fnde.gov.br;000.378.257/0001-81;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;Distrito Federal;Brasília;17/11/1998 15:57:35;24/02/2016 12:06:54;124561
dnpm.gov.br;000.381.056/0001-33;Departamento Nacional de Producao Mineral;Distrito Federal;Brasília;02/04/1997 12:00:00;04/02/2015 17:05:05;35177
pormin.gov.br;000.381.056/0001-33;Departamento Nacional de Producao Mineral;Distrito Federal;Brasília;11/01/2008 19:24:38;04/02/2015 17:05:28;4136215
dnpm-pe.gov.br;000.381.056/0005-67;4 Distrito DNPM - PE;PE;Recife;01/10/2002 12:12:23;16/08/2013 12:43:47;957607
dnpmsc.gov.br;000.381.056/0012-96;DNPM - 11º Distrito;Santa Catarina;Florianópolis;07/05/2002 19:05:37;07/05/2007 21:38:38;825078
dnpmma.gov.br;000.381.056/0023-49;DNPM - Depart. Nacional de Produção Mineral;Maranhão;sao luis;04/09/2002 17:28:42;04/09/2002 14:28:42;944603
bndespar.gov.br;000.383.281/0001-09;BNDES Participações S/A;Rio de Janeiro;Rio de Janeiro;17/05/2006 17:29:51;11/11/2014 20:48:56;2800307
aerofacil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;23/12/2013 18:07:43;15/01/2014 20:30:54;12368464
aplicativos.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;26/08/2013 12:54:00;22/12/2016 19:21:36;11895940
brasil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;06/12/1996 11:00:00;22/12/2016 19:43:54;24188
brazil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;06/12/1996 11:00:00;28/03/2010 17:35:34;24189
brazilgovnews.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;25/07/2016 13:15:35;25/07/2016 13:15:35;15887965
casacivil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;08/08/2009 18:51:56;28/04/2016 12:43:56;5829920
cdes.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;12/02/2003 14:00:50;12/02/2003 12:00:50;1105216
cnv.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;24/07/2012 10:50:50;15/01/2016 14:16:54;10171985
confiancabrasil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;26/12/2008 12:22:25;null;5135023
confiancanobrasil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;26/12/2008 12:22:25;26/12/2008 12:22:25;5148848
ctir.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;17/12/2004 17:03:07;14/09/2016 13:59:26;1940214
dialoga.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;14/04/2015 17:49:35;14/04/2015 17:49:35;14062641
emdefesadademocracia.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;12/04/2016 15:25:31;12/04/2016 15:25:31;15430403
equilibriodecontas.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;07/10/2016 21:27:57;07/10/2016 21:27:57;16163755
